gan_bank_accession_s	assembly	proposed_name	paper_name	host	host_alt	host_simple	collection	ncbi_isolation_source	isolation_manual	isolation_specific	link	MosAIC_source_specific	MosAIC_source_lab	Location 	MosAIC_lab_field	Mosquito_spp
NA	GCF_012102335.1	Enterobacter asburiae	E. asburiae	Bos indicus	NonMosquito	Animal	Curated	none	animal	Bos indicus	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8940275/	NA	NA	NA	NA	NA
NA	GCF_012843805.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Animal	Curated	none	animal	boar	https://bacdive.dsmz.de/strain/159472#ref66295	NA	NA	NA	NA	NA
NA	GCF_018442005.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	clinical	NA	https://www.frontiersin.org/articles/10.3389/fcimb.2021.744431/full	NA	NA	NA	NA	NA
NA	GCF_018598075.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Homo sapiens	Curated	none	human	urine	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.003089#tab2	NA	NA	NA	NA	NA
NA	GCF_902387985.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	human	gut	https://www.nature.com/articles/s41587-020-0603-3	NA	NA	NA	NA	NA
NA	GCA_001898735.1	Enterobacter sp. 56-7	Enterobacter sp	NA	NonMosquito	Environmental	Curated	Ammonium sulfate bioreactor	environmental	bioreactor	https://pubs.acs.org/doi/10.1021/acs.est.6b04477?cookieSet=1	NA	NA	NA	NA	NA
NA	GCA_003512405.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_002264125.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	clinical	NA	https://www.sciencedirect.com/science/article/pii/S2095809920303763	NA	NA	NA	NA	NA
NA	GCF_003688535.1	Enterobacter sp. WP_7_1	Enterobacter sp	NA	NonMosquito	Plant	Curated	none	plant	NA	https://gold.jgi.doe.gov/project?id=Gp0119967	NA	NA	NA	NA	NA
NA	GCF_014169635.1	Enterobacter cloacae	E. cloacae	NA	NonMosquito	Environmental	Curated	none	environmental	waste-water	https://www.mdpi.com/2079-6382/11/10/1283	NA	NA	NA	NA	NA
NA	GCF_016771105.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	none	blood	NA	https://www.jstage.jst.go.jp/article/yoken/75/1/75_JJID.2021.141/_article	NA	NA	NA	NA	NA
NA	GCF_009821635.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_014930495.1	Enterobacter cloacae complex sp. S3	E. cloacae complex	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	clinical	healthcare associated pathogens	https://www.sciencedirect.com/science/article/pii/S2666524721000987?via%3Dihub	NA	NA	NA	NA	NA
NA	GCF_015138375.1	Enterobacter cloacae	E. cloacae	wastewater	NonMosquito	Environmental	Curated	none	environmental	waste-water	https://www.mdpi.com/2079-6382/11/10/1283	NA	NA	NA	NA	NA
NA	GCF_017347425.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_900129625.1	Pantoea sesami	P. sesami	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_002185225.2	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_014902595.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001521715.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	physical	clinical	human pathogenic	https://www.sciencedirect.com/science/article/pii/S2213716517300048?via%3Dihub	NA	NA	NA	NA	NA
NA	GCF_003634515.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Plant	Curated	none	plant	rice endophyte	https://gold.jgi.doe.gov/project?id=Gp0255592	NA	NA	NA	NA	NA
NA	GCF_011758755.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Plant	Curated	none	plant	NA	https://gold.jgi.doe.gov/projects?id=Gp0393778	NA	NA	NA	NA	NA
NA	GCF_016771715.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Environmental	Curated	none	environmental	water-borne	https://journals.asm.org/doi/10.1128/MRA.00622-21	NA	NA	NA	NA	NA
NA	GCF_001023015.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	bodily fluid	clinical	bodily fluid	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5156309/	NA	NA	NA	NA	NA
NA	GCF_011396735.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	none	clinical	NA	https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-020-05021-7	NA	NA	NA	NA	NA
NA	GCF_014101235.1	Enterobacter asburiae	E. asburiae	wastewater	NonMosquito	Environmental	Curated	none	environmental	fresh-water	https://www.microbiologyresearch.org/content/journal/mgen/10.1099/mgen.0.000630#tab2	NA	NA	NA	NA	NA
NA	GCF_018383635.1	Enterobacter sp. 120016	Enterobacter sp	NA	NonMosquito	Homo sapiens	Curated	none	human	urine	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.003089#tab2	NA	NA	NA	NA	NA
NA	GCF_018596525.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Homo sapiens	Curated	none	human	urine	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.003089#tab2	NA	NA	NA	NA	NA
NA	GCF_018597205.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	human	urine	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.003089#tab2	NA	NA	NA	NA	NA
NA	GCF_001525045.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525125.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631125.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518195.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518515.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001524975.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518145.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518325.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525405.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001526015.1	E. xiangfangensis	E. xiangfangensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001526005.1	E. hormaechei subsp. hoffmannii	E. hormaechei subsp. hoffmannii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525445.1	E. hormaechei subsp. hoffmannii	E. hormaechei subsp. hoffmannii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631805.1	E. cloacae complex	E. cloacae complex	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631845.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631605.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518435.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631215.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631655.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631345.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631645.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631895.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631815.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525265.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525505.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518125.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518675.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518115.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631305.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631755.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631315.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631185.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631735.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631725.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631565.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525245.1	E. aerogenes	E. aerogenes	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631445.1	E. cloacae complex	E. cloacae complex	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518635.1	E. cloacae complex	E. cloacae complex	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631745.1	Enterobacter roggenkampii	E. roggenkampii	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631695.1	Enterobacter roggenkampii	E. roggenkampii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518455.1	Enterobacter roggenkampii	E. roggenkampii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631035.1	Enterobacter roggenkampii	E. roggenkampii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631535.1	Enterobacter roggenkampii	E. roggenkampii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518535.1	Enterobacter roggenkampii	E. roggenkampii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631105.1	E. chengduensis	E. chengduensis	Homo sapiens	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_016634385.1	E. asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	none	clinical	NA	https://academic.oup.com/jac/article-abstract/77/4/944/6511698?redirectedFrom=fulltext&login=true	NA	NA	NA	NA	NA
NA	GCF_016427865.1	E. asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	none	clinical	NA	https://academic.oup.com/jac/article-abstract/77/4/944/6511698?redirectedFrom=fulltext&login=true	NA	NA	NA	NA	NA
NA	GCF_016427805.1	E. asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	clinical	NA	https://academic.oup.com/jac/article-abstract/77/4/944/6511698?redirectedFrom=fulltext&login=true	NA	NA	NA	NA	NA
NA	GCF_008640815.1	E. asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	none	clinical	anal	https://www.frontiersin.org/articles/10.3389/fmicb.2019.02582/full	NA	NA	NA	NA	NA
NA	GCF_002334005.1	E. asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	none	clinical	NA	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826111/	NA	NA	NA	NA	NA
NA	GCF_001525135.1	E. asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518285.1	E. asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631385.1	E. asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525055.1	E. asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631885.1	E. asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_900075425.1	E. cloacae complex	E. cloacae complex	Homo sapiens	NonMosquito	Homo sapiens	Curated	blood	clinical	MDR	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4971767/	NA	NA	NA	NA	NA
NA	GCF_001631525.1	E. kobei	E. kobei	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518165.1	E. kobei	E. kobei	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518245.1	E. kobei	E. kobei	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631025.1	E. kobei	E. kobei	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518525.1	E. kobei	E. kobei	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518315.1	Enterobacter bugandensis	E. bugandensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631115.1	Enterobacter bugandensis	E. bugandensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518395.1	Enterobacter bugandensis	E. bugandensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518205.1	E. ludwigii	E. ludwigii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631555.1	E. ludwigii	E. ludwigii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631365.1	Enterobacter cloacae subsp. dissolvens	E. cloacae subsp. dissolvens	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631195.1	Enterobacter cloacae subsp. dissolvens	E. cloacae subsp. dissolvens	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525175.1	E. cloacae subsp. cloacae	E. cloacae subsp. cloacae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525285.1	E. cloacae subsp. cloacae	E. cloacae subsp. cloacae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518605.1	E. hormaechei subsp. oharae	E. hormaechei subsp. oharae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518225.1	E. hormaechei subsp. oharae	E. hormaechei subsp. oharae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001524915.1	E. hormaechei subsp. oharae	E. hormaechei subsp. oharae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525225.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631145.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518415.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001526115.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525205.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518595.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631055.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518625.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631615.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631275.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001526105.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001526145.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525345.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631045.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525085.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631505.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631835.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525425.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525475.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525095.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525465.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631405.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001526035.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001524965.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631685.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631235.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525015.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001526025.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631455.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001524995.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631485.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631425.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631925.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518275.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001631265.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001526085.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525365.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525385.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525155.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525305.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001525325.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001526185.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001526165.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518545.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
